citation,year,keywords,value,mentions_data,mentions_code,ipums,github_link,dataverse,osf_link,on_request,volume
"Ross M. Stolzenberg; Do Not Go Gentle Into That Good Night: The Effect of Retirement on Subsequent Mortality of U.S. Supreme Court Justices, 1801–2006. Demography 1 November 2011; 48 (4): 1317–1346. doi: https://doi.org/10.1007/s13524-011-0065-9",2011,"Mortality, Health, Retirement, Employment, Supreme court",NA,NA,NA,NA,NA,NA,NA,FALSE,51
"Jere R. Behrman, Hans-Peter Kohler, Vibeke Myrup Jensen, Dorthe Pedersen, Inge Petersen, Paul Bingley, Kaare Christensen; Does More Schooling Reduce Hospitalization and Delay Mortality? New Evidence Based on Danish Twins. Demography 1 November 2011; 48 (4): 1347–1375. doi: https://doi.org/10.1007/s13524-011-0052-1",2011,"Health-schooling gradients, Schooling, Mortality, Hospitalization, Twins",NA,NA,NA,NA,NA,NA,NA,FALSE,51
"Adeline Delavande, Susann Rohwedder; Differential Survival in Europe and the United States: Estimates Based on Subjective Probabilities of Survival. Demography 1 November 2011; 48 (4): 1377–1400. doi: https://doi.org/10.1007/s13524-011-0066-8",2011,"Differential survival, Differential mortality, Subjective probabilities, Cross-country comparison",NA,NA,NA,NA,NA,NA,NA,FALSE,51
Jeremy R. Magruder; Marital Shopping and Epidemic AIDS. Demography 1 November 2011; 48 (4): 1401–1428. doi: https://doi.org/10.1007/s13524-011-0060-1,2011,"Behavioral epidemiology, HIV/AIDS, Spousal search","The idea that married women may have higher HIV prevalence than unmarried women is consistent with the idea that a year of marriage might be less risky than a year of being sexually active and single if the process of becoming married is dangerous yet staying married is relatively safe. Individual-level data with HIV status are not publicly available for South Africa, preventing a direct examination of this hypothesis. However, in all the high-prevalence countries with publicly available DHS data including serostatus, suggestive evidence exists that it is indeed the process of becoming married that garners risk. If becoming married carries much risk, then we should observe surviving couples being more likely to test jointly negative if they have been married for long enough that preexisting infections should have resulted in death. In Online Resource 1, I show that monogamous couples who have been married for at least 10 years are substantially (and statistically significantly in every DHS country available, save Lesotho) more likely to test jointly negative than couples who have been married 0–5 years. This trend is robust to flexible age and spousal age controls and in some cases, represents truly substantial risk reductions. Across Africa, there is evidence that the process of becoming married, but not being married, is risky.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51
"David W. Johnston, Wang-Sheng Lee; Explaining the Female Black-White Obesity Gap: A Decomposition Analysis of Proximal Causes. Demography 1 November 2011; 48 (4): 1429–1450. doi: https://doi.org/10.1007/s13524-011-0064-x",2011,"Obesity, Decomposition",NA,NA,NA,NA,NA,NA,NA,FALSE,51
"Yasamin Kusunoki, Dawn M. Upchurch; Contraceptive Method Choice Among Youth in the United States: The Importance of Relationship Context. Demography 1 November 2011; 48 (4): 1451–1472. doi: https://doi.org/10.1007/s13524-011-0061-0",2011,"Romantic and sexual relationships, Contraceptive behavior, Adolescents and young adults, Commitment, Age and racial/ethnic heterogamy",NA,NA,NA,NA,NA,NA,NA,FALSE,51
Florencia Torche; The Effect of Maternal Stress on Birth Outcomes: Exploiting a Natural Experiment. Demography 1 November 2011; 48 (4): 1473–1491. doi: https://doi.org/10.1007/s13524-011-0054-z,2011,"Stress, Birth weight, Gestational age, Preterm birth, Natural experiment",NA,NA,NA,NA,NA,NA,NA,TRUE,51
"Karen Benjamin Guzzo, Sarah Hayford; Fertility Following an Unintended First Birth. Demography 1 November 2011; 48 (4): 1493–1516. doi: https://doi.org/10.1007/s13524-011-0059-7",2011,"Unintended fertility, Higher-parity births",NA,NA,NA,NA,NA,NA,NA,FALSE,51
"Jason D. Boardman, Casey L. Blalock, Fred C. Pampel, Peter K. Hatemi, Andrew C. Heath, Lindon J. Eaves; Population Composition, Public Policy, and the Genetics of Smoking. Demography 1 November 2011; 48 (4): 1517–1533. doi: https://doi.org/10.1007/s13524-011-0057-9",2011,"Smoking, Genetics, Gene-environment interaction, Policy",NA,NA,NA,NA,NA,NA,NA,FALSE,51
"Hongbin Li, Junjian Yi, Junsen Zhang; Estimating the Effect of the One-Child Policy on the Sex Ratio Imbalance in China: Identification Based on the Difference-in-Differences. Demography 1 November 2011; 48 (4): 1535–1557. doi: https://doi.org/10.1007/s13524-011-0055-y",2011,"One-child policy, Sex ratio imbalance, Difference-in-differences estimator",NA,NA,NA,NA,NA,NA,NA,FALSE,51
"Emiko Takagi, Merril Silverstein; Purchasing Piety? Coresidence of Married Children With Their Older Parents in Japan. Demography 1 November 2011; 48 (4): 1559–1579. doi: https://doi.org/10.1007/s13524-011-0053-0",2011,"Intergenerational relationship, Living arrangement, Coresidence, Filial piety, Japan",NA,NA,NA,NA,NA,NA,NA,TRUE,51
"Thomas J. Espenshade, Analia S. Olgiati, Simon A. Levin; On Nonstable and Stable Population Momentum. Demography 1 November 2011; 48 (4): 1581–1599. doi: https://doi.org/10.1007/s13524-011-0063-y",2011,"Population momentum, Age distribution, Decomposition",NA,NA,NA,NA,NA,NA,NA,FALSE,51
"Lloyd D. Grieger, Sheldon H. Danziger; Who Receives Food Stamps During Adulthood? Analyzing Repeatable Events With Incomplete Event Histories. Demography 1 November 2011; 48 (4): 1601–1614. doi: https://doi.org/10.1007/s13524-011-0056-x",2011,"Food stamps, Life tables, Left-censoring, PSID",NA,NA,NA,NA,NA,NA,NA,TRUE,51
"Jeremy Staff, Jeylan T. Mortimer; Explaining the Motherhood Wage Penalty During the Early Occupational Career. Demography 1 February 2012; 49 (1): 1–21. doi: https://doi.org/10.1007/s13524-011-0068-6",2012,"Motherhood, Wage attainments, Work and family",NA,NA,NA,NA,NA,NA,NA,TRUE,52
"Cynthia Osborne, Lawrence M. Berger, Katherine Magnuson; Family Structure Transitions and Changes in Maternal Resources and Well-being. Demography 1 February 2012; 49 (1): 23–47. doi: https://doi.org/10.1007/s13524-011-0080-x",2012,"Family instability, Marriage, Cohabitation, Maternal well-being, Poverty",NA,NA,NA,NA,NA,NA,NA,FALSE,52
"Amanda Geller, Carey E. Cooper, Irwin Garfinkel, Ofira Schwartz-Soicher, Ronald B. Mincy; Beyond Absenteeism: Father Incarceration and Child Development. Demography 1 February 2012; 49 (1): 49–76. doi: https://doi.org/10.1007/s13524-011-0081-9",2012,"Incarceration, Child well-being, Family instability, Child development",NA,NA,NA,NA,NA,NA,NA,TRUE,52
"Christophe Z. Guilmoto; Skewed Sex Ratios at Birth and Future Marriage Squeeze in China and India, 2005–2100. Demography 1 February 2012; 49 (1): 77–100. doi: https://doi.org/10.1007/s13524-011-0083-7",2012,"China, India, Sex ratio at birth, Marriage simulation, Marriage squeeze",NA,NA,NA,NA,NA,NA,NA,FALSE,52
"Kara Joyner, H. Elizabeth Peters, Kathryn Hynes, Asia Sikora, Jamie Rubenstein Taber, Michael S. Rendall; The Quality of Male Fertility Data in Major U.S. Surveys. Demography 1 February 2012; 49 (1): 101–124. doi: https://doi.org/10.1007/s13524-011-0073-9",2012,"Early fatherhood, Male fertility, Data quality",NA,NA,NA,NA,NA,NA,NA,FALSE,52
"Marianne P. Bitler, Lucie Schmidt; Utilization of Infertility Treatments: The Effects of Insurance Mandates. Demography 1 February 2012; 49 (1): 125–149. doi: https://doi.org/10.1007/s13524-011-0078-4",2012,"Infertility, Impaired fecundity, Health insurance mandates, Health care utilization","We pool individual-level data from the 1982, 1988, 1995, and 2002 rounds of the NSFG to see whether utilization of infertility treatment is heavier in states with infertility insurance mandates. Each wave of the NSFG surveys a nationally representative sample of women aged 15–44 on their fertility and marital histories. The NSFG is the only nationally representative source of individual-level data that asks detailed questions on infertility treatment, and the only publicly available source of data that provides information on infertility treatments that do not involve ARTs.13 It allows us to examine changes in utilization of treatments that do not result in live births. In addition, it is the only data set with information on infertility treatments that spans the years both before and after the mandates were passed, which is essential when trying to control for unobservable state differences in treatment propensities. We use the restricted-access version of the NSFG data with state identifiers, and merge information on state infertility insurance mandates with the NSFG data.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,52
"Marianne P. Bitler, Lucie Schmidt; Utilization of Infertility Treatments: The Effects of Insurance Mandates. Demography 1 February 2012; 49 (1): 125–149. doi: https://doi.org/10.1007/s13524-011-0078-4",2012,"Infertility, Impaired fecundity, Health insurance mandates, Health care utilization","However, since ERISA exempts self-insured plans, having private insurance is a necessary but not sufficient condition for having a mandate affect one’s coverage of infertility treatment. Unfortunately, no publicly available data allow us to test whether older, highly educated women are more likely than younger or less-educated women to have private insurance from a plan that does not self-insure. A recent study using firm-based data suggests that about 50% of covered workers in 2001 were in plans that were self-insured, and that this number had declined slightly since 1993 (Gabel et al. 2003).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,52
"Marianne P. Bitler, Lucie Schmidt; Utilization of Infertility Treatments: The Effects of Insurance Mandates. Demography 1 February 2012; 49 (1): 125–149. doi: https://doi.org/10.1007/s13524-011-0078-4",2012,"Infertility, Impaired fecundity, Health insurance mandates, Health care utilization","Claims data, such as those used by Mookim et al. (2008), also include information on various treatments, but only for women with insurance that reimburses them for it. As far as we know, such data are also not publicly available for a period before the mandates.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,52
Julio Cáceres-Delpiano; Can We Still Learn Something From the Relationship Between Fertility and Mother’s Employment? Evidence From Developing Countries. Demography 1 February 2012; 49 (1): 151–174. doi: https://doi.org/10.1007/s13524-011-0076-6,2012,"Fertility, Female labor force participation, Developing countries",NA,NA,NA,NA,NA,NA,NA,FALSE,52
"Elizabeth Thomson, Maria Winkler-Dworak, Martin Spielauer, Alexia Prskawetz; Union Instability as an Engine of Fertility? A Microsimulation Model for France. Demography 1 February 2012; 49 (1): 175–195. doi: https://doi.org/10.1007/s13524-011-0085-5",2012,"Fertility, Union stability, France, Microsimulation",NA,NA,NA,NA,NA,NA,NA,TRUE,52
"Claudia Geist, Patricia A. McManus; Different Reasons, Different Results: Implications of Migration by Gender and Family Status. Demography 1 February 2012; 49 (1): 197–217. doi: https://doi.org/10.1007/s13524-011-0074-8",2012,"Internal migration, Gender, Family, Employment",NA,NA,NA,NA,NA,NA,NA,FALSE,52
"Sankar Mukhopadhyay, David Oxborrow; The Value of an Employment-Based Green Card. Demography 1 February 2012; 49 (1): 219–237. doi: https://doi.org/10.1007/s13524-011-0079-3",2012,"Immigration, Permanent residency, High skill, Mobility",NA,NA,NA,NA,NA,NA,NA,FALSE,52
"Philip Anglewicz; Migration, Marital Change, and HIV Infection in Malawi. Demography 1 February 2012; 49 (1): 239–265. doi: https://doi.org/10.1007/s13524-011-0072-x",2012,"HIV/AIDS, Malawi, Migration, Marriage",NA,NA,NA,NA,NA,NA,NA,FALSE,52
"David Stapleton, Todd Honeycutt, Bruce Schechter; Out of Sight, Out of Mind: Including Group Quarters Residents With Household Residents Can Change What We Know About Working-Age People With Disabilities. Demography 1 February 2012; 49 (1): 267–289. doi: https://doi.org/10.1007/s13524-011-0071-y",2012,"People with disabilities, Group quarters, Disability prevalence, Employment",NA,NA,NA,NA,NA,NA,NA,FALSE,52
